time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫
1588262429.0,11.8,9.4,25.1,26.3,nan,2.39,58.6,100.9,7.46,52.0,nan,nan,0.0,nan,3.27,25.6,0.0,3.3,0.0,nan,nan,11.0
1588262612.0,12.1,9.7,25.5,26.8,nan,2.51,58.9,102.4,7.65,52.4,nan,nan,0.0,nan,3.31,25.6,0.0,3.31,0.0,nan,nan,11.0
1588262797.0,12.1,9.7,27.0,28.2,nan,2.41,59.4,105.6,8.09,54.7,nan,nan,0.0,nan,3.37,25.7,0.0,3.36,0.0,nan,nan,11.0
1588262980.0,12.2,9.6,26.3,27.6,nan,2.41,60.5,107.8,7.83,56.3,nan,nan,0.0,nan,3.37,25.7,0.0,3.38,0.0,nan,nan,11.0
1588263155.0,12.1,9.6,25.4,26.8,nan,2.47,59.1,111.5,7.95,58.2,nan,nan,0.0,nan,3.47,25.7,0.0,3.48,0.0,nan,nan,11.0
1588263338.0,11.9,9.3,25.5,27.0,nan,2.46,59.4,113.3,8.04,59.2,nan,nan,0.0,nan,3.49,25.6,0.0,3.49,0.0,nan,nan,11.0
1588263525.0,11.8,9.4,25.4,26.9,nan,2.42,58.7,115.0,7.94,60.8,nan,nan,0.0,nan,3.35,25.6,0.0,3.35,0.0,nan,nan,11.0
1588263698.0,11.7,9.2,25.3,26.8,nan,2.5,58.1,116.8,8.08,61.3,nan,nan,0.0,nan,3.47,25.5,0.0,3.48,0.0,nan,nan,11.0
1588263884.0,11.5,9.2,25.2,26.8,nan,2.41,57.5,118.6,7.99,63.2,nan,nan,0.0,nan,3.35,25.5,0.0,3.36,0.0,nan,nan,11.0
1588264062.0,11.2,9.1,25.4,27.0,nan,2.46,57.0,119.7,8.1,64.5,nan,nan,0.0,nan,3.28,25.5,0.0,3.28,0.0,nan,nan,11.0
1588264341.0,10.9,8.8,27.3,28.6,nan,2.42,58.2,115.1,8.08,60.9,nan,nan,0.0,nan,3.22,25.5,0.0,3.22,0.0,nan,nan,11.0
1588264524.0,10.9,9.0,25.3,26.5,nan,2.37,56.1,103.2,7.5,52.4,nan,nan,0.0,nan,3.22,25.4,0.0,3.22,0.0,nan,nan,11.0
1588264699.0,11.5,9.2,25.3,26.5,nan,2.37,57.8,101.8,7.47,52.3,nan,nan,0.0,nan,3.27,25.4,0.0,3.27,0.0,nan,nan,11.0
1588264879.0,12.1,9.6,25.3,26.5,nan,2.5,58.5,101.5,7.63,52.3,nan,nan,0.0,nan,3.42,25.4,0.0,3.42,0.0,nan,nan,11.0
1588265064.0,12.6,9.9,25.1,26.4,nan,2.42,59.3,104.7,7.63,54.2,nan,nan,0.0,nan,3.43,25.4,0.0,3.44,0.0,nan,nan,11.0
1588265245.0,12.8,10.0,25.0,26.4,nan,2.52,59.2,108.6,7.95,56.0,nan,nan,0.0,nan,3.54,25.4,0.0,3.56,0.0,nan,nan,11.0
1588265424.0,12.9,10.4,26.6,28.0,nan,2.69,59.3,114.1,8.36,60.5,nan,nan,0.0,nan,3.57,25.4,0.0,3.59,0.0,nan,nan,11.0
1588265604.0,12.7,10.5,26.9,28.3,nan,2.71,58.8,117.8,8.31,63.1,nan,nan,0.0,nan,3.57,25.4,0.0,3.58,0.0,nan,nan,11.0
1588265784.0,12.3,10.1,25.4,27.0,nan,2.69,57.7,121.8,8.2,65.3,nan,nan,0.0,nan,3.52,25.4,0.0,3.53,0.0,nan,nan,11.0
1588265965.0,11.9,9.5,25.5,27.1,nan,2.55,56.6,124.0,8.29,67.4,nan,nan,0.0,nan,3.49,25.4,0.0,3.52,0.0,nan,nan,11.0
1588266144.0,11.7,9.5,25.5,27.2,nan,2.51,55.1,128.3,8.34,69.3,nan,nan,0.0,nan,3.38,25.4,0.0,3.4,0.0,nan,nan,11.0
1588266326.0,11.4,8.9,25.4,27.1,nan,2.4,55.4,137.4,8.55,76.4,nan,nan,0.0,nan,3.42,25.4,0.0,3.43,0.0,nan,nan,11.0
1588266506.0,10.8,8.7,25.3,27.1,nan,2.41,55.4,139.2,8.5,73.3,nan,nan,0.0,nan,3.26,25.4,0.0,3.26,0.0,nan,nan,11.0
1588266696.0,10.4,9.4,25.1,26.2,nan,2.88,51.4,99.1,6.93,50.5,nan,nan,0.0,nan,3.2,25.4,0.0,3.18,0.0,nan,nan,11.0
1588266874.0,10.7,9.6,24.9,26.0,nan,2.66,50.6,101.4,7.42,52.2,nan,nan,0.0,nan,3.23,25.4,0.0,3.23,0.0,nan,nan,11.0
1588267051.0,11.2,9.1,26.6,27.8,nan,2.14,56.8,102.2,7.84,52.0,nan,nan,0.0,nan,3.21,25.4,0.0,3.21,0.0,nan,nan,11.0
1588267231.0,11.3,11.1,27.3,27.4,nan,3.78,54.3,0.0,5.29,0.0,nan,nan,0.0,nan,3.32,25.4,0.0,3.35,0.0,nan,nan,11.0
1588267416.0,11.3,11.1,27.3,27.4,nan,4.15,50.8,0.0,4.91,0.0,nan,nan,0.0,nan,3.37,25.4,0.0,3.38,0.0,nan,nan,11.0
1588267594.0,11.3,11.1,27.3,27.4,nan,4.38,48.2,0.0,4.6,0.0,nan,nan,0.0,nan,3.41,25.5,0.0,3.42,0.0,nan,nan,11.0
1588267774.0,11.4,11.1,27.2,27.4,nan,4.44,46.3,0.0,4.5,0.0,nan,nan,0.0,nan,3.42,25.7,0.0,3.42,0.0,nan,nan,11.0
1588268006.0,11.4,11.2,27.2,27.3,nan,4.35,44.7,0.0,4.39,0.0,nan,nan,0.0,nan,3.38,25.9,0.0,3.38,0.0,nan,nan,11.0
1588268191.0,11.4,11.2,27.1,27.3,nan,4.39,43.7,0.0,4.39,0.0,nan,nan,0.0,nan,3.44,26.1,0.0,3.46,0.0,nan,nan,11.0
1588268367.0,11.4,11.3,27.0,27.3,nan,4.45,42.9,0.0,4.47,0.0,nan,nan,0.0,nan,3.56,26.3,0.0,3.58,0.0,nan,nan,11.0
1588268548.0,11.5,11.3,26.9,27.3,nan,4.52,42.1,0.0,4.53,0.0,nan,nan,0.0,nan,3.64,26.4,0.0,3.66,0.0,nan,nan,11.0
1588268729.0,11.5,11.4,26.8,27.3,nan,4.34,41.4,0.0,4.37,0.0,nan,nan,0.0,nan,3.51,26.5,0.0,3.51,0.0,nan,nan,11.0
1588268909.0,11.5,11.4,26.5,27.2,nan,4.52,40.7,0.0,4.52,0.0,nan,nan,0.0,nan,3.69,26.7,0.0,3.69,0.0,nan,nan,11.0
1588269089.0,11.5,11.5,26.1,27.2,nan,4.49,40.0,0.0,4.48,0.0,nan,nan,0.0,nan,3.66,26.8,0.0,3.67,0.0,nan,nan,11.0
1588269269.0,11.6,11.5,25.6,27.2,nan,4.37,39.5,0.0,4.38,0.0,nan,nan,0.0,nan,3.58,26.8,0.0,3.59,0.0,nan,nan,11.0
1588269449.0,11.6,11.5,25.0,27.2,nan,4.54,39.0,0.0,4.54,0.0,nan,nan,0.0,nan,3.77,26.9,0.0,3.77,0.0,nan,nan,11.0
1588269629.0,11.7,11.6,24.6,27.2,nan,4.44,38.4,0.0,4.47,0.0,nan,nan,0.0,nan,3.71,27.0,0.0,3.72,0.0,nan,nan,11.0
1588269809.0,11.7,11.6,24.2,27.2,nan,4.43,38.1,0.0,4.44,0.0,nan,nan,0.0,nan,3.69,27.0,0.0,3.71,0.0,nan,nan,11.0
1588269989.0,11.7,11.7,23.9,27.2,nan,4.39,37.6,0.0,4.42,0.0,nan,nan,0.0,nan,3.68,27.1,0.0,3.69,0.0,nan,nan,11.0
1588270171.0,11.8,11.7,23.7,27.2,nan,4.43,37.2,0.0,4.44,0.0,nan,nan,0.0,nan,3.73,27.1,0.0,3.73,0.0,nan,nan,11.0
1588270356.0,11.8,11.7,23.4,27.1,nan,4.39,36.7,0.0,4.42,0.0,nan,nan,0.0,nan,3.72,27.1,0.0,3.72,0.0,nan,nan,11.0
1588270533.0,11.9,11.8,23.2,27.1,nan,4.54,36.3,0.0,4.52,0.0,nan,nan,0.0,nan,3.84,27.2,0.0,3.87,0.0,nan,nan,11.0
1588270714.0,11.9,11.8,23.0,27.1,nan,4.54,36.0,0.0,4.54,0.0,nan,nan,0.0,nan,3.87,27.2,0.0,3.89,0.0,nan,nan,11.0
1588270894.0,12.0,11.8,22.9,27.1,nan,4.54,35.6,0.0,4.54,0.0,nan,nan,0.0,nan,3.89,27.2,0.0,3.89,0.0,nan,nan,11.0
1588271075.0,12.1,11.9,22.8,27.1,nan,4.54,35.2,0.0,4.53,0.0,nan,nan,0.0,nan,3.91,27.2,0.0,3.92,0.0,nan,nan,11.0
1588271255.0,12.1,11.9,22.7,27.1,nan,4.53,34.9,0.0,4.52,0.0,nan,nan,0.0,nan,3.91,27.2,0.0,3.93,0.0,nan,nan,11.0
1588271436.0,12.2,11.9,22.6,27.1,nan,4.39,34.7,0.0,4.38,0.0,nan,nan,0.0,nan,3.77,27.3,0.0,3.77,0.0,nan,nan,11.0
1588271669.0,12.2,12.0,22.5,27.1,nan,4.39,34.4,0.0,4.39,0.0,nan,nan,0.0,nan,3.79,27.3,0.0,3.82,0.0,nan,nan,11.0
1588271850.0,12.3,12.0,22.4,27.1,nan,4.38,34.1,0.0,4.38,0.0,nan,nan,0.0,nan,3.78,27.3,0.0,3.81,0.0,nan,nan,11.0
1588272030.0,12.3,12.0,22.4,27.0,nan,4.37,33.9,0.0,4.38,0.0,nan,nan,0.0,nan,3.81,27.3,0.0,3.82,0.0,nan,nan,11.0
1588272210.0,12.4,12.1,22.3,27.0,nan,4.37,33.7,0.0,4.38,0.0,nan,nan,0.0,nan,3.79,27.3,0.0,3.81,0.0,nan,nan,11.0
1588272390.0,12.4,12.1,22.3,27.0,nan,4.42,33.5,0.0,4.42,0.0,nan,nan,0.0,nan,3.84,27.3,0.0,3.84,0.0,nan,nan,11.0
1588272580.0,12.5,12.1,22.3,27.0,nan,4.39,33.3,0.0,4.4,0.0,nan,nan,0.0,nan,3.84,27.3,0.0,3.86,0.0,nan,nan,11.0
