time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫
1588263125.0,15.6,15.2,33.2,33.4,nan,4.38,51.7,0.0,4.42,0.0,nan,nan,0.0,nan,4.18,50.7,0.0,4.27,0.0,nan,nan,9.0
1588263305.0,15.7,15.3,32.8,32.9,nan,4.39,49.2,0.0,4.44,0.0,nan,nan,0.0,nan,4.19,48.5,0.0,4.27,0.0,nan,nan,9.0
1588263668.0,15.9,15.5,32.0,32.2,nan,4.39,45.8,0.0,4.44,0.0,nan,nan,0.0,nan,4.22,45.1,0.0,4.32,0.0,nan,nan,9.0
1588264181.0,16.0,15.6,32.0,32.0,nan,4.42,44.5,0.0,4.47,0.0,nan,nan,0.0,nan,4.23,44.0,0.0,4.3,0.0,nan,nan,9.0
1588265681.0,16.1,15.6,31.1,31.1,nan,4.4,36.6,0.0,4.47,0.0,nan,nan,0.0,nan,4.24,36.0,0.0,4.32,0.0,nan,nan,9.0
1588265861.0,16.1,15.6,30.9,31.0,nan,4.39,36.1,0.0,4.45,0.0,nan,nan,0.0,nan,4.24,35.5,0.0,4.33,0.0,nan,nan,9.0
1588266221.0,16.0,15.6,30.9,31.0,nan,4.39,35.2,0.0,4.47,0.0,nan,nan,0.0,nan,4.24,34.7,0.0,4.32,0.0,nan,nan,9.0
1588266402.0,16.1,15.7,31.1,31.0,nan,4.39,34.8,0.0,4.48,0.0,nan,nan,0.0,nan,4.24,34.4,0.0,4.3,0.0,nan,nan,9.0
1588266586.0,16.1,15.7,30.9,30.9,nan,4.39,34.6,0.0,4.47,0.0,nan,nan,0.0,nan,4.24,34.1,0.0,4.33,0.0,nan,nan,9.0
1588266766.0,16.1,15.7,30.8,30.8,nan,4.39,34.3,0.0,4.45,0.0,nan,nan,0.0,nan,4.25,33.8,0.0,4.34,0.0,nan,nan,9.0
1588267123.0,16.1,15.7,30.7,30.9,nan,4.4,34.0,0.0,4.48,0.0,nan,nan,0.0,nan,4.24,33.6,0.0,4.33,0.0,nan,nan,9.0
1588267127.0,16.1,15.7,30.7,30.8,nan,4.39,33.7,0.0,4.45,0.0,nan,nan,0.0,nan,4.24,33.3,0.0,4.32,0.0,nan,nan,9.0
1588267310.0,16.1,15.7,30.8,30.8,nan,4.39,33.5,0.0,4.47,0.0,nan,nan,0.0,nan,4.23,33.1,0.0,4.3,0.0,nan,nan,9.0
1588267497.0,16.0,15.6,30.8,30.8,nan,4.4,33.2,0.0,4.48,0.0,nan,nan,0.0,nan,4.24,32.9,0.0,4.3,0.0,nan,nan,9.0
1588267822.0,16.1,15.7,30.8,30.8,nan,4.39,33.1,0.0,4.44,0.0,nan,nan,0.0,nan,4.24,32.7,0.0,4.32,0.0,nan,nan,9.0
1588267859.0,16.1,15.7,30.7,30.8,nan,4.39,32.8,0.0,4.47,0.0,nan,nan,0.0,nan,4.24,32.5,0.0,4.32,0.0,nan,nan,9.0
1588268123.0,16.1,15.7,30.7,30.8,nan,4.4,32.6,0.0,4.44,0.0,nan,nan,0.0,nan,4.24,32.3,0.0,4.32,0.0,nan,nan,9.0
