time,冰水入口溫度,冰水出口溫度,冷卻水入口溫度,冷卻水出口溫度,右機LEV開度Step,右機低壓,右機吐出溫度,右機電流,右機高壓,右耗電,右飽和冷凝溫度,右飽和蒸發溫度,壓縮機頻率,左機LEV開度Step,左機低壓,左機吐出溫度,左機電流,左機高壓,左耗電,左飽和冷凝溫度,左飽和蒸發溫度,設溫
1588262578.0,11.8,9.5,23.5,26.2,nan,3.21,27.9,0.0,3.28,0.0,nan,nan,0.0,nan,2.56,47.2,163.5,7.7,93.0,nan,nan,11.0
1588262761.0,11.1,8.9,24.6,27.5,nan,3.07,27.8,0.0,3.16,0.0,nan,nan,0.0,nan,2.51,47.2,165.8,7.83,95.1,nan,nan,11.0
1588262941.0,10.3,8.3,25.5,28.2,nan,3.1,27.8,0.0,3.16,0.0,nan,nan,0.0,nan,2.55,47.3,167.0,7.94,95.7,nan,nan,11.0
1588263486.0,9.0,7.0,26.1,28.7,nan,2.82,27.8,0.0,2.88,0.0,nan,nan,0.0,nan,2.19,49.5,168.6,7.99,96.2,nan,nan,11.0
1588263665.0,9.3,9.2,25.8,26.2,nan,3.05,27.8,0.0,3.12,0.0,nan,nan,0.0,nan,3.21,50.0,0.0,5.59,0.0,nan,nan,11.0
1588263846.0,10.2,10.3,24.1,24.3,nan,3.17,27.8,0.0,3.25,0.0,nan,nan,0.0,nan,3.38,47.3,0.0,5.19,0.0,nan,nan,11.0
1588264030.0,11.4,11.4,22.9,23.1,nan,3.23,27.8,0.0,3.31,0.0,nan,nan,0.0,nan,3.46,44.8,0.0,4.84,0.0,nan,nan,11.0
1588264212.0,12.4,12.4,22.1,22.3,nan,3.49,27.8,0.0,3.57,0.0,nan,nan,0.0,nan,3.76,43.2,0.0,4.65,0.0,nan,nan,11.0
1588264390.0,12.3,9.9,22.1,24.6,nan,3.3,27.8,0.0,3.37,0.0,nan,nan,0.0,nan,2.34,46.6,160.9,7.46,91.9,nan,nan,11.0
1588264572.0,11.3,9.1,24.0,26.8,nan,3.12,27.8,0.0,3.2,0.0,nan,nan,0.0,nan,2.51,47.0,164.6,7.75,93.9,nan,nan,11.0
